0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021:11:22:20:29
